County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Schleicher County,Texas,77.8597708758838,48,413,9.6
Scurry County,Texas,76.7034580674561,48,415,10.3
Shackelford County,Texas,77.8838332130472,48,417,10.0
Shelby County,Texas,74.3830985630641,48,419,9.8
Sherman County,Texas,77.8549250428947,48,421,9.8
Smith County,Texas,77.7174055055126,48,423,11.0
Somervell County,Texas,78.1314477974538,48,425,5.4
Starr County,Texas,78.5034722821105,48,427,11.5
Stephens County,Texas,76.3618275028382,48,429,10.9
Sterling County,Texas,78.2541080521345,48,431,12.3
Stonewall County,Texas,77.3467421827843,48,433,1.2
Sutton County,Texas,78.7093921749177,48,435,8.8
Swisher County,Texas,77.4833326530069,48,437,12.7
Tarrant County,Texas,78.5794349933046,48,439,9.7
Taylor County,Texas,76.3071385086109,48,441,14.7
Terry County,Texas,76.1546144092132,48,445,10.3
Throckmorton County,Texas,77.7223210700707,48,447,9.2
Titus County,Texas,76.759112750621,48,449,11.0
Tom Green County,Texas,77.5763184729841,48,451,14.7
Travis County,Texas,80.828035885086,48,453,12.3
Trinity County,Texas,74.2689179142187,48,455,7.5
Tyler County,Texas,75.4719737510311,48,457,10.9
Upshur County,Texas,75.0989633318451,48,459,8.8
Upton County,Texas,77.1788779206563,48,461,7.7
Uvalde County,Texas,77.9750860861398,48,463,10.5
Val Verde County,Texas,79.0571600948366,48,465,11.8
Van Zandt County,Texas,75.7716187601946,48,467,8.1
Victoria County,Texas,77.51778294853,48,469,9.3
Walker County,Texas,77.746808039713,48,471,16.8
Waller County,Texas,78.1908307685065,48,473,17.0
Ward County,Texas,75.7357842118675,48,475,9.2
Washington County,Texas,78.8625152577002,48,477,12.5
Webb County,Texas,79.4265133187432,48,479,11.3
Wharton County,Texas,77.0685454272052,48,481,9.8
Wheeler County,Texas,75.5634542522707,48,483,7.0
Wichita County,Texas,75.4877348999663,48,485,15.7
Wilbarger County,Texas,75.3745980893112,48,487,12.4
Willacy County,Texas,78.6535209814533,48,489,13.6
Williamson County,Texas,81.6467661069842,48,491,7.8
Wilson County,Texas,78.8120747613688,48,493,7.8
Winkler County,Texas,74.5198460151061,48,495,9.8
Wise County,Texas,76.6480926315302,48,497,9.0
Wood County,Texas,76.3402002879102,48,499,7.6
Yoakum County,Texas,77.6446124696141,48,501,7.6
Young County,Texas,74.9915539222551,48,503,7.0
Zapata County,Texas,78.8148170480477,48,505,10.7
Zavala County,Texas,77.2346652379471,48,507,13.0
Beaver County,Utah,76.8363454411181,49,001,8.2
Box Elder County,Utah,79.0770465406277,49,003,8.6
Cache County,Utah,81.6379077561439,49,005,16.6
Carbon County,Utah,75.8142573927118,49,007,10.7
Daggett County,Utah,80.5006520254834,49,009,7.2
Davis County,Utah,80.5959929332788,49,011,9.8
Duchesne County,Utah,77.1744795461994,49,013,9.1
Emery County,Utah,77.1668394408763,49,015,8.3
Garfield County,Utah,79.2098911559818,49,017,5.9
Grand County,Utah,78.239509806446,49,019,9.4
Iron County,Utah,78.7252665869357,49,021,16.0
Juab County,Utah,77.9338068945695,49,023,7.9
Kane County,Utah,78.7509731052712,49,025,7.0
Millard County,Utah,79.2474141162396,49,027,8.0
Morgan County,Utah,81.1624693304336,49,029,7.8
Piute County,Utah,78.1595242049687,49,031,4.1
Rich County,Utah,80.7207658915662,49,033,6.2
Salt Lake County,Utah,79.3242214829309,49,035,10.7
San Juan County,Utah,78.8881312240914,49,037,11.1
Sanpete County,Utah,79.2012804061526,49,039,14.8
Sevier County,Utah,77.4134573876849,49,041,8.2
Summit County,Utah,82.4559184610104,49,043,7.5
Tooele County,Utah,78.0838575466071,49,045,7.8
Uintah County,Utah,77.6125494194618,49,047,9.4
Utah County,Utah,80.5264469383523,49,049,15.8
Wasatch County,Utah,80.5680848259442,49,051,8.1
Washington County,Utah,81.3984689169493,49,053,9.4
Wayne County,Utah,79.2012536838892,49,055,6.8
Weber County,Utah,78.5416067038855,49,057,10.5
Addison County,Vermont,80.7161961576866,50,001,13.2
Bennington County,Vermont,78.9707735009022,50,003,8.5
Caledonia County,Vermont,79.1249693608295,50,005,10.4
Chittenden County,Vermont,81.511370575392,50,007,15.8
Essex County,Vermont,79.2074006682945,50,009,6.3
Franklin County,Vermont,78.8741037847024,50,011,7.8
Grand Isle County,Vermont,79.3820339502955,50,013,7.1
Lamoille County,Vermont,79.9505977099248,50,015,10.0
Orange County,Vermont,80.1452431021336,50,017,9.6
Orleans County,Vermont,78.6865334338191,50,019,8.6
Rutland County,Vermont,78.5523683135284,50,021,10.6
Washington County,Vermont,80.2135369100491,50,023,11.4
Windham County,Vermont,79.220748876663,50,025,8.8
Windsor County,Vermont,79.9619067593622,50,027,6.9
Accomack County,Virginia,75.7989407016313,51,001,8.0
Amelia County,Virginia,76.9835600493829,51,007,7.7
Amherst County,Virginia,77.810080432937,51,009,8.7
Appomattox County,Virginia,77.2944056745063,51,011,7.9
Arlington County,Virginia,83.199968958259,51,013,9.0
Bath County,Virginia,77.1304776301929,51,017,2.7
Bland County,Virginia,75.4889116216424,51,021,6.4
Botetourt County,Virginia,79.2129398872823,51,023,6.9
Brunswick County,Virginia,76.1176974419526,51,025,12.1
Buchanan County,Virginia,73.1494323576331,51,027,8.0
Buckingham County,Virginia,77.5051788350548,51,029,7.1
Campbell County,Virginia,78.5949259506963,51,031,10.1
Caroline County,Virginia,77.6948341567873,51,033,8.6
Carroll County,Virginia,77.2996873555837,51,035,7.0
Charles City County,Virginia,77.1284326212198,51,036,6.9
Charlotte County,Virginia,76.5897896538698,51,037,7.8
Chesterfield County,Virginia,79.7227819413481,51,041,9.0
Clarke County,Virginia,78.939099284201,51,043,6.5
Craig County,Virginia,77.5781275814202,51,045,2.6
Culpeper County,Virginia,78.0853230110708,51,047,8.7
Cumberland County,Virginia,78.7939899319293,51,049,11.3
Dickenson County,Virginia,73.4609150865474,51,051,8.2
Dinwiddie County,Virginia,77.307949791914,51,053,10.1
Essex County,Virginia,76.5630270663678,51,057,10.2
Fauquier County,Virginia,79.4046133816011,51,061,7.5
Floyd County,Virginia,78.5159060416957,51,063,6.0
Fluvanna County,Virginia,80.4532722032601,51,065,5.4
Franklin County,Virginia,78.3789022280821,51,067,8.4
Frederick County,Virginia,79.5851330232103,51,069,7.9
Giles County,Virginia,75.5820719208166,51,071,7.9
Gloucester County,Virginia,77.8703623315989,51,073,7.7
Goochland County,Virginia,80.4677855439952,51,075,5.6
Grayson County,Virginia,76.6772045599312,51,077,6.6
Greene County,Virginia,79.2083572689493,51,079,7.3
Hanover County,Virginia,79.6482911771708,51,085,8.8
Henrico County,Virginia,79.3687411062427,51,087,8.6
Henry County,Virginia,75.9451258030155,51,089,7.9
Highland County,Virginia,79.398673266229,51,091,2.0
Isle of Wight County,Virginia,78.3936794109255,51,093,7.9
King and Queen County,Virginia,77.4944046767017,51,097,8.3
King George County,Virginia,78.8939814986613,51,099,7.9
King William County,Virginia,77.3451819986591,51,101,8.1
Lancaster County,Virginia,77.9142523894213,51,103,5.0
Lee County,Virginia,74.6630559238387,51,105,8.2
Loudoun County,Virginia,83.4612889058831,51,107,6.4
Louisa County,Virginia,78.2784386621084,51,109,6.9
Lunenburg County,Virginia,76.7559302753733,51,111,9.0
Madison County,Virginia,78.6343076178536,51,113,7.3
Mathews County,Virginia,79.1870590465327,51,115,8.4
Mecklenburg County,Virginia,76.1261015876199,51,117,8.3
Middlesex County,Virginia,78.3131738130415,51,119,7.3
Montgomery County,Virginia,79.6788061509647,51,121,33.6
Nelson County,Virginia,78.0145624925138,51,125,9.1
New Kent County,Virginia,78.6615912955489,51,127,7.7
Northampton County,Virginia,75.7978937763274,51,131,7.4
Northumberland County,Virginia,79.0967828145891,51,133,7.0
Nottoway County,Virginia,75.8488837223044,51,135,11.5
Orange County,Virginia,78.5200564060281,51,137,7.7
Page County,Virginia,77.0058436287671,51,139,7.7
Patrick County,Virginia,76.4379919857817,51,141,7.6
Powhatan County,Virginia,80.2129685057279,51,145,8.7
Prince Edward County,Virginia,77.1499189650362,51,147,28.0
Prince George County,Virginia,79.7504116135739,51,149,10.3
Pulaski County,Virginia,75.8142252729426,51,155,7.4
Rappahannock County,Virginia,79.9935287212557,51,157,7.3
Richmond County,Virginia,76.9878965792629,51,159,7.1
Roanoke County,Virginia,79.4453662389601,51,161,7.4
Russell County,Virginia,74.5848168702152,51,167,8.3
Scott County,Virginia,75.22798686078,51,169,8.0
Shenandoah County,Virginia,78.9102901662,51,171,7.6
Smyth County,Virginia,75.0444217378932,51,173,8.0
Stafford County,Virginia,80.0328658393096,51,179,10.9
Surry County,Virginia,78.0542317929082,51,181,9.0
Sussex County,Virginia,74.9846313811691,51,183,11.9
Tazewell County,Virginia,73.1762732109334,51,185,8.2
Warren County,Virginia,76.8524981441577,51,187,8.8
Washington County,Virginia,77.3412127706371,51,191,8.4
Westmoreland County,Virginia,76.9347359322018,51,193,8.9
Wise County,Virginia,73.3937937336001,51,195,10.7
Wythe County,Virginia,75.8311294423816,51,197,8.0
Alexandria City,Virginia,82.3090800371826,51,510,6.9
Bristol City,Virginia,73.2039368070069,51,520,9.0
Chesapeake City,Virginia,78.2708604873102,51,550,10.0
Colonial Heights City,Virginia,77.2406857423018,51,570,10.3
Covington City,Virginia,73.6097825547078,51,580,11.4
Falls Church City,Virginia,81.5591926000576,51,610,8.8
Galax City,Virginia,73.1313893062685,51,640,1.7
Hampton City,Virginia,76.9623547880473,51,650,13.2
Hopewell City,Virginia,73.412740597072,51,670,8.6
Lexington City,Virginia,79.1434724855907,51,678,66.5
Lynchburg City,Virginia,77.1168496334149,51,680,22.6
Martinsville City,Virginia,71.7156905562667,51,690,8.1
Norfolk City,Virginia,75.6908229512896,51,710,22.7
Norton City,Virginia,75.8138644528865,51,720,7.3
Petersburg City,Virginia,71.6849864977145,51,730,11.7
Poquoson City,Virginia,79.5269841537507,51,735,8.0
Portsmouth City,Virginia,74.6261996810767,51,740,11.8
Radford City,Virginia,77.1751515238722,51,750,43.1
Richmond City,Virginia,75.8955850569331,51,760,16.7
Roanoke City,Virginia,75.0461430185374,51,770,8.7
Salem City,Virginia,76.9448759249425,51,775,13.9
Suffolk City,Virginia,77.3979559012834,51,800,8.9
Virginia Beach City,Virginia,79.8814563133633,51,810,11.7
Winchester City,Virginia,76.8109883112993,51,840,12.9
Fairfax County,Virginia,83.923627807264,51,059,8.2
Fairfax City,Virginia,83.923627807264,51,600,11.8
Rockingham County,Virginia,80.4794807614418,51,165,9.2
Harrisonburg City,Virginia,80.4794807614418,51,660,37.4
James City County,Virginia,81.7753713481424,51,095,7.7
Williamsburg City,Virginia,81.7753713481424,51,830,39.4
Prince William County,Virginia,81.2548048262825,51,153,9.2
Manassas City,Virginia,81.2548048262825,51,683,10.7
Manassas Park City,Virginia,81.2548048262825,51,685,11.0
Rockbridge County,Virginia,78.8543764518136,51,163,7.8
Buena Vista City,Virginia,78.8543764518136,51,530,15.1
Spotsylvania County,Virginia,79.1887267571482,51,177,8.8
Fredericksburg City,Virginia,79.1887267571482,51,630,18.2
Augusta County,Virginia,78.2026464572972,51,015,8.1
Staunton City,Virginia,78.2026464572972,51,790,7.5
Waynesboro City,Virginia,78.2026464572972,51,820,8.2
Pittsylvania County,Virginia,75.6756480169898,51,143,7.8
Danville City,Virginia,75.6756480169898,51,590,10.6
Greensville County,Virginia,74.729911561938,51,081,12.0
Emporia City,Virginia,74.729911561938,51,595,9.3
Albemarle County,Virginia,81.4359720882739,51,003,13.2
Charlottesville City,Virginia,81.4359720882739,51,540,26.5
Bedford County,Virginia,78.8812500367285,51,019,7.0
Bedford City,Virginia,78.8812500367285,51,515,4.8
Halifax County,Virginia,76.1251608284752,51,083,7.6
Southampton County,Virginia,76.0450529261432,51,175,8.7
Franklin City,Virginia,76.0450529261432,51,620,12.0
Alleghany County,Virginia,76.2100914675262,51,005,6.7
York County,Virginia,78.2025454379302,51,199,9.6
Newport News City,Virginia,78.2025454379302,51,700,14.2
Adams County,Washington,79.2124919038911,53,001,10.5
Asotin County,Washington,78.9780080099982,53,003,8.0
Benton County,Washington,80.013162966698,53,005,9.4
Chelan County,Washington,80.3390413262101,53,007,9.1
Clallam County,Washington,79.223698634983,53,009,8.1
Clark County,Washington,79.8996864102076,53,011,8.6
Columbia County,Washington,78.9080409680495,53,013,5.5
Cowlitz County,Washington,77.6537518683919,53,015,8.1
Douglas County,Washington,80.5466973564184,53,017,8.9
Ferry County,Washington,77.4571020394517,53,019,11.9
Franklin County,Washington,80.3118134700413,53,021,10.4
Garfield County,Washington,80.5715745181285,53,023,5.1
Grant County,Washington,78.7986972598818,53,025,10.4
Grays Harbor County,Washington,76.9328001460432,53,027,9.0
Island County,Washington,81.9090455149959,53,029,10.0
Jefferson County,Washington,81.2821678682312,53,031,6.3
King County,Washington,81.6926837067618,53,033,9.4
Kitsap County,Washington,79.9179817298859,53,035,12.0
Kittitas County,Washington,81.2477103594885,53,037,22.8
Klickitat County,Washington,80.3431569053554,53,039,6.4
Lewis County,Washington,77.8902801217469,53,041,8.8
Lincoln County,Washington,79.6173328248863,53,043,6.1
Mason County,Washington,78.68263545661,53,045,8.5
Okanogan County,Washington,78.0434957284345,53,047,8.0
Pacific County,Washington,77.156634589986,53,049,7.1
Pend Oreille County,Washington,77.4935039335429,53,051,5.8
Pierce County,Washington,78.8595412703825,53,053,10.6
San Juan County,Washington,84.1268379991302,53,055,4.6
Skagit County,Washington,79.7682058250025,53,057,8.7
Skamania County,Washington,81.229400364686,53,059,7.3
Snohomish County,Washington,80.2062092561404,53,061,9.3
Spokane County,Washington,78.5723112781426,53,063,11.5
Stevens County,Washington,78.1025862506819,53,065,6.7
Thurston County,Washington,80.1370108992259,53,067,9.5
Wahkiakum County,Washington,79.2017506768323,53,069,4.7
Walla Walla County,Washington,79.6858287735431,53,071,13.4
Whatcom County,Washington,80.9204703529913,53,073,14.7
Whitman County,Washington,80.676279243158,53,075,37.6
Yakima County,Washington,78.3765289142223,53,077,10.5
Barbour County,West Virginia,75.9297475058995,54,001,9.1
Berkeley County,West Virginia,76.2386174767162,54,003,7.9
Boone County,West Virginia,72.3791402914102,54,005,7.8
Braxton County,West Virginia,75.8235906083755,54,007,8.2
Brooke County,West Virginia,76.0603324889712,54,009,10.3
Cabell County,West Virginia,74.4334824615304,54,011,12.6
Calhoun County,West Virginia,76.5828109494046,54,013,7.4
Clay County,West Virginia,74.3677162381243,54,015,7.1
Doddridge County,West Virginia,77.4753242880217,54,017,9.5
Fayette County,West Virginia,73.3358064830639,54,019,8.4
Gilmer County,West Virginia,77.3596128556992,54,021,13.1
Grant County,West Virginia,78.0785474864491,54,023,6.9
Greenbrier County,West Virginia,75.8250981611898,54,025,8.6
Hampshire County,West Virginia,76.5231269771359,54,027,7.5
Hancock County,West Virginia,75.9006157230435,54,029,6.5
Hardy County,West Virginia,77.3747695696445,54,031,9.2
Harrison County,West Virginia,75.614071407697,54,033,7.8
Jackson County,West Virginia,76.4989587213568,54,035,7.7
Jefferson County,West Virginia,77.7500580863613,54,037,9.8
Kanawha County,West Virginia,74.934117042328,54,039,8.2
Lewis County,West Virginia,74.7818191415998,54,041,7.8
Lincoln County,West Virginia,72.9902445163402,54,043,7.5
Logan County,West Virginia,71.0267249158601,54,045,7.8
McDowell County,West Virginia,68.8786918202501,54,047,8.1
Marion County,West Virginia,76.9739627212931,54,049,11.0
Marshall County,West Virginia,76.9889597285879,54,051,8.0
Mason County,West Virginia,74.7875180394108,54,053,7.3
Mercer County,West Virginia,73.3157738717762,54,055,9.2
Mineral County,West Virginia,76.5338243963244,54,057,10.6
Mingo County,West Virginia,71.1475693161099,54,059,8.1
Monongalia County,West Virginia,79.2049396168222,54,061,27.7
Monroe County,West Virginia,76.6675941292399,54,063,7.5
Morgan County,West Virginia,76.5162775273993,54,065,6.4
Nicholas County,West Virginia,74.7362652559026,54,067,7.6
Ohio County,West Virginia,76.7719294518297,54,069,11.3
Pendleton County,West Virginia,78.912551821246,54,071,7.6
Pleasants County,West Virginia,76.06182593253,54,073,7.8
Pocahontas County,West Virginia,76.6924302026225,54,075,6.7
Preston County,West Virginia,77.1196784121596,54,077,7.4
Putnam County,West Virginia,76.9370498064554,54,079,7.0
Raleigh County,West Virginia,74.1071117693515,54,081,8.7
Randolph County,West Virginia,76.7584940778453,54,083,9.1
Ritchie County,West Virginia,76.544221421534,54,085,7.1
Roane County,West Virginia,74.5767200391828,54,087,7.1
Summers County,West Virginia,75.1006753830185,54,089,6.1
Taylor County,West Virginia,76.9308026793778,54,091,7.4
Tucker County,West Virginia,77.4217153159423,54,093,7.4
Tyler County,West Virginia,76.0710509305317,54,095,7.4
Upshur County,West Virginia,77.1551144475187,54,097,12.2
Wayne County,West Virginia,75.5655557325386,54,099,8.1
Webster County,West Virginia,74.6946489412031,54,101,6.9
Wetzel County,West Virginia,75.9113437188805,54,103,7.5
Wirt County,West Virginia,76.4957494218495,54,105,7.6
Wood County,West Virginia,76.1585489839388,54,107,7.8
Wyoming County,West Virginia,71.4150237060297,54,109,8.0
Adams County,Wisconsin,78.1968645278439,55,001,6.0
Ashland County,Wisconsin,77.346715659753,55,003,10.2
Barron County,Wisconsin,79.2355892917201,55,005,8.0
Bayfield County,Wisconsin,79.8708584110305,55,007,6.0
Brown County,Wisconsin,80.1892930392161,55,009,9.8
Buffalo County,Wisconsin,80.6003960389118,55,011,7.3
Burnett County,Wisconsin,79.057798335096,55,013,5.3
Calumet County,Wisconsin,80.7289287151272,55,015,7.6
Chippewa County,Wisconsin,80.0706533731935,55,017,7.8
Clark County,Wisconsin,79.5318017356063,55,019,8.2
Columbia County,Wisconsin,79.3123917570067,55,021,7.4
Crawford County,Wisconsin,79.5700144119596,55,023,7.8
Dane County,Wisconsin,81.3710557192835,55,025,13.5
Dodge County,Wisconsin,79.1700973865126,55,027,8.6
Door County,Wisconsin,80.6941524021912,55,029,6.1
Douglas County,Wisconsin,78.2724866598898,55,031,10.0
Dunn County,Wisconsin,80.7863522993424,55,033,20.5
Eau Claire County,Wisconsin,80.3271203910814,55,035,17.0
Florence County,Wisconsin,78.1456363058323,55,037,4.9
Fond du Lac County,Wisconsin,80.1754584372088,55,039,9.2
Forest County,Wisconsin,77.5636302144415,55,041,9.2
Grant County,Wisconsin,79.5846720317749,55,043,20.2
Green County,Wisconsin,80.1088910482235,55,045,7.2
Green Lake County,Wisconsin,78.8836177733162,55,047,6.5
Iowa County,Wisconsin,79.9391257949533,55,049,6.6
Iron County,Wisconsin,79.1748728120154,55,051,5.0
Jackson County,Wisconsin,78.4938687357699,55,053,8.2
Jefferson County,Wisconsin,80.2729824917765,55,055,10.3
Juneau County,Wisconsin,78.102738098892,55,057,7.7
Kenosha County,Wisconsin,78.2036881342341,55,059,10.4
Kewaunee County,Wisconsin,81.2418518919896,55,061,7.4
La Crosse County,Wisconsin,80.2047137004412,55,063,14.8
Lafayette County,Wisconsin,80.6837596913522,55,065,8.3
Langlade County,Wisconsin,78.9203753821069,55,067,7.6
Lincoln County,Wisconsin,78.8397083790623,55,069,6.7
Manitowoc County,Wisconsin,79.6726924224478,55,071,8.2
Marathon County,Wisconsin,80.387889628035,55,073,8.3
Marinette County,Wisconsin,78.5020187502375,55,075,7.9
Marquette County,Wisconsin,78.5727985386693,55,077,6.8
Menominee County,Wisconsin,73.5079768339417,55,078,11.2
Milwaukee County,Wisconsin,77.4268504692278,55,079,11.5
Monroe County,Wisconsin,78.3808011679535,55,081,7.3
Oconto County,Wisconsin,79.3882564568919,55,083,6.7
Oneida County,Wisconsin,78.9631411667894,55,085,6.7
Outagamie County,Wisconsin,80.6257714784535,55,087,9.2
Ozaukee County,Wisconsin,81.8586374068509,55,089,8.2
Pepin County,Wisconsin,80.9931141838761,55,091,7.1
Pierce County,Wisconsin,81.0769472853856,55,093,15.4
Polk County,Wisconsin,79.4158476193869,55,095,6.7
Portage County,Wisconsin,81.0238641763666,55,097,16.8
Price County,Wisconsin,78.7780963340681,55,099,5.9
Racine County,Wisconsin,78.8158573885734,55,101,8.9
Richland County,Wisconsin,80.5597688197271,55,103,7.8
Rock County,Wisconsin,78.4029022662925,55,105,8.9
Rusk County,Wisconsin,78.3838786885844,55,107,7.2
Saint Croix County,Wisconsin,80.5569882058225,55,109,7.0
Sauk County,Wisconsin,79.4064072228459,55,111,7.9
Sawyer County,Wisconsin,77.6071720930414,55,113,6.9
Shawano County,Wisconsin,79.1192600075285,55,115,7.5
Sheboygan County,Wisconsin,79.6087571033167,55,117,8.3
Taylor County,Wisconsin,81.1253971454818,55,119,7.7
Trempealeau County,Wisconsin,79.7418280063384,55,121,7.1
Vernon County,Wisconsin,80.0859466197014,55,123,6.6
Vilas County,Wisconsin,78.9789427685526,55,125,5.7
Walworth County,Wisconsin,79.3394250610429,55,127,12.5
Washburn County,Wisconsin,78.3812207426692,55,129,5.6
Washington County,Wisconsin,81.0837691669264,55,131,7.1
Waukesha County,Wisconsin,81.559907709668,55,133,7.4
Waupaca County,Wisconsin,77.8096800151431,55,135,7.2
Waushara County,Wisconsin,79.3187836887822,55,137,7.3
Winnebago County,Wisconsin,79.9520456666669,55,139,11.5
Wood County,Wisconsin,80.0983500757786,55,141,7.6
Albany County,Wyoming,80.5021018605962,56,001,30.5
Big Horn County,Wyoming,76.9150549470186,56,003,8.1
Campbell County,Wyoming,77.7950895796328,56,005,9.8
Carbon County,Wyoming,77.2457861072503,56,007,8.6
Converse County,Wyoming,78.6662660086126,56,009,7.1
Crook County,Wyoming,79.7479514470725,56,011,7.4
Fremont County,Wyoming,75.183332529987,56,013,8.9
Goshen County,Wyoming,79.4014688917595,56,015,11.1
Hot Springs County,Wyoming,75.9623385596763,56,017,3.5
Johnson County,Wyoming,79.2921661967735,56,019,6.5
Laramie County,Wyoming,78.583949612678,56,021,10.7
Lincoln County,Wyoming,79.9054478272015,56,023,6.4
Natrona County,Wyoming,77.4047047128005,56,025,10.0
Niobrara County,Wyoming,79.0724481325209,56,027,12.4
Park County,Wyoming,79.9239424070691,56,029,9.5
Platte County,Wyoming,78.6667719269339,56,031,7.4
Sheridan County,Wyoming,78.1646365705673,56,033,8.2
Sublette County,Wyoming,81.45084616034,56,035,7.0
Sweetwater County,Wyoming,77.6354610713728,56,037,10.3
Teton County,Wyoming,84.1206341479761,56,039,6.0
Uinta County,Wyoming,77.9496279806488,56,041,7.9
Washakie County,Wyoming,78.392382562807,56,043,8.5
Weston County,Wyoming,78.9701569562387,56,045,9.4
